,SJHBBBM4X52,SJHBBBM4JQZ,SJHBBBM5SGJ,SJHBBBM5TXY,SJHBBBM2GV5,SJHBBBM39BT,SJHBBBM67H6,SJHBBBM2BBR,SJHBBBN9RBJ,SJHBBBM4PX3,SJHBBBN9RDM,SJHBBBN9R9H,SJHBBBM588V,SJHBBBN9RFN,SJHBBBM55F5,SJHBBBM5GW9,SJHBBBM5PY5,SJHBBBM52XR,SJHBBBM5YWS
ENSG00000171385,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0
ENSG00000143079,374,1040,710,253,1942,708,169,832,76,145,51,105,198,218,171,255,71,111,96
ENSG00000134245,95,122,122,109,278,68,112,255,31,25,52,81,32,70,88,131,54,39,64
ENSG00000007341,844,796,914,1052,1418,787,717,1468,704,546,517,685,260,591,351,660,456,899,545
ENSG00000116489,6655,9743,9619,6530,9329,8379,9413,12687,4940,5607,8431,5280,1755,2075,3089,4956,4391,5088,6695
ENSG00000155363,11590,13250,19008,12609,31981,12804,12254,16067,8367,6300,7744,6471,2703,4561,3364,6101,3844,9998,4739
ENSG00000155366,645,1239,872,443,1634,493,899,1575,343,106,383,613,316,506,373,748,332,993,569
ENSG00000271810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155367,7,16,23,19,43,9,64,20,15,7,27,19,25,24,13,52,22,98,79
ENSG00000184599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155380,624,959,1380,1866,793,541,1404,2656,1326,1100,1059,967,319,429,881,960,755,1161,866
ENSG00000198799,3115,2801,3192,2754,3427,2157,2683,3929,1301,933,1844,1724,553,930,720,1570,1091,1617,689
ENSG00000081026,465,636,51,915,604,543,1511,597,465,620,342,425,290,50,353,1013,208,21,149
ENSG00000116793,2601,2910,2092,1557,4207,2643,4210,5400,1891,1593,1685,1580,735,922,1371,1811,1046,1008,705
ENSG00000081019,3794,4947,3162,3709,3249,3400,2696,5319,2164,1740,3149,2709,869,1294,1592,2798,1958,1740,1121
ENSG00000134242,1381,379,349,2733,356,408,484,231,474,309,303,455,161,436,100,542,258,258,204
ENSG00000188761,37,45,26,53,23,15,52,74,18,16,19,29,10,18,9,31,17,37,28
ENSG00000134262,2975,2853,2957,4902,6055,3203,3421,3594,1800,1257,2097,1975,922,1823,979,2082,1635,4276,1980
ENSG00000118655,588,697,519,421,1583,1123,427,1929,204,709,387,369,184,357,474,883,273,369,168
ENSG00000163349,12760,12501,10318,25091,11560,8371,19841,10160,8505,3258,10275,9673,2654,4320,2101,5304,7751,23388,16737
ENSG00000116774,19,19,5,4,32,15,2,7,1,1,2,3,2,3,0,12,2,11,11
ENSG00000134207,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10
ENSG00000197323,6613,6889,6826,7593,4966,4730,8434,9686,3717,3385,6128,5404,1603,1903,2416,3236,3908,3145,3378
ENSG00000116752,1006,959,965,2702,1087,1085,1707,1670,1504,859,2007,2573,772,1833,589,937,1372,1426,903
ENSG00000175984,23,7,17,19,3,91,27,22,2,2,14,6,13,6,1,8,10,7,19
ENSG00000116748,2,0,1,2,2,1,0,3,0,1,2,0,0,0,5,4,1,3,1
ENSG00000213281,7043,8520,6348,11647,6894,7222,13720,11139,8767,4312,14292,8614,3103,2765,3007,3931,7916,6299,7177
ENSG00000009307,22121,26232,26196,27731,45259,26853,31139,37158,25396,13306,31309,30268,8778,16101,9421,17966,20318,30196,35383
ENSG00000052723,2664,3193,3651,2966,3390,2768,1807,4087,1523,1605,1706,1681,688,736,1228,1697,1527,2181,934
ENSG00000198765,7,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000134200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134198,265,43,22,24,5,18,24,12,3,12,13,16,5,10,3,61,12,11,1
ENSG00000134259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173218,202,25,23,42,147,38,179,556,102,79,38,112,106,265,161,74,146,76,37
ENSG00000118729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177551,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163393,70,18,22,17,11,6,15,4,4,1,3,31,5,25,1,58,5,1,2
ENSG00000173212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163399,8625,8145,9209,9838,23138,10967,10163,19580,9978,5665,6478,8822,3006,6621,5815,11258,5752,8994,7505
ENSG00000116815,4148,1822,2335,1944,7216,2463,1493,2928,1901,2350,1289,1388,765,627,1979,1442,908,892,518
ENSG00000143061,621,797,97,1120,2795,1527,203,431,180,111,52,34,73,36,67,376,48,67,24
ENSG00000116824,1026,506,350,399,382,247,232,240,95,128,157,248,40,363,61,920,95,4742,724
ENSG00000134247,9,3,3,0,5,5,3,3,6,0,0,1,0,1,2,9,2,1589,834
ENSG00000134256,60,36,24,8,21,12,8,8,3,5,4,10,3,17,1,113,3,143,17
ENSG00000116830,1703,2156,1846,1899,5041,2979,2632,7363,1573,2154,1921,1651,1039,1179,1710,1922,1574,3265,1366
ENSG00000134253,854,1044,1027,1183,2030,1405,1395,2126,850,819,1013,900,513,668,650,763,885,1133,296
ENSG00000134258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198162,4348,3899,5616,3900,4517,2765,3678,6998,2531,2011,3088,2351,956,935,1735,2750,2084,2261,1552
ENSG00000183508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196505,1032,1173,1124,845,1073,892,1081,1752,473,519,709,559,236,332,341,666,339,610,321
ENSG00000065183,1237,1675,2086,878,1867,1530,947,3407,452,1064,460,582,320,458,724,1015,420,1276,414
ENSG00000155761,1,1,0,0,1,2,0,2,0,2,0,2,0,1,0,3,0,2,0
ENSG00000092607,1,7,0,19,7,4,6,2,0,0,10,3,1,2,1,0,6,4,12
ENSG00000116874,226,321,216,124,599,349,170,593,205,246,80,145,61,141,120,237,67,294,123
ENSG00000116882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000203859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143067,6,39,42,66,14,8,3,2,15,6,6,11,5,2,11,18,10,1,0
ENSG00000092621,135,2216,46,2339,501,2304,604,18,843,2746,234,186,129,259,615,2151,32,40,448
ENSG00000134240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134193,5,5,7,2,2,8,0,3,0,1,3,3,0,6,0,10,0,1,0
ENSG00000134249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000134250,7878,8854,4673,2881,5056,4888,4736,3719,1526,686,852,1367,456,1048,784,2860,390,2578,2077
ENSG00000265808,1507,2096,1669,777,2335,1886,814,2695,404,896,434,468,245,408,530,1019,309,621,326
ENSG00000286106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263353,2,0,2,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0
ENSG00000198019,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,4,0,8,3
ENSG00000188610,123,181,148,54,486,378,76,745,63,274,58,127,100,153,141,211,49,265,104
ENSG00000171943,106,138,91,135,210,99,243,331,158,58,159,81,60,86,32,104,82,164,185
ENSG00000273213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263513,11,24,26,4,32,26,6,111,7,33,6,11,10,9,4,8,5,6,6
ENSG00000271567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000266338,1895,1752,1510,687,3733,1122,1816,6223,1605,849,1803,1684,772,923,1038,1261,1059,635,365
ENSG00000279782,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000196369,236,311,256,304,808,423,496,674,313,249,356,315,175,292,174,377,304,569,482
ENSG00000215784,117,112,121,27,260,197,31,506,33,155,30,56,54,56,57,137,36,101,23
ENSG00000256374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000162825,635,461,364,750,878,526,1054,1297,565,225,628,437,211,211,195,377,268,321,208
ENSG00000117262,405,320,445,184,631,391,383,747,281,179,252,198,95,183,144,318,142,332,123
ENSG00000174827,18,15,7,14,31,10,7,8,16,1,5,5,0,1,0,8,2,36,7
ENSG00000117281,327,67,41,90,145,35,30,41,19,22,15,27,4,59,18,234,11,8,10
ENSG00000265491,3665,2904,3294,2876,3659,2449,3910,5501,2849,1546,1902,2675,890,1634,1246,2109,1680,3112,1837
ENSG00000186141,1449,1733,1922,1187,3719,1788,1219,2957,1441,1123,1051,1190,466,1080,821,1575,704,2159,762
ENSG00000186364,353,363,438,589,982,354,470,760,333,334,473,338,186,265,229,495,311,698,135
ENSG00000131788,2121,2354,1874,2696,5695,2638,2520,2753,1796,937,1298,1099,655,772,802,1687,773,1968,859
ENSG00000198483,7,0,0,3,1,1,6,2,1,0,2,0,0,1,0,3,0,5,1
ENSG00000143127,523,275,275,184,901,228,294,669,62,251,285,111,74,132,118,511,49,300,66
ENSG00000131779,1123,1300,1463,1463,2138,1448,1264,2378,747,885,976,618,234,259,525,1147,592,885,211
ENSG00000265241,5789,7438,6312,7408,13990,8692,5819,12218,5523,4326,4268,4737,1847,3410,3330,6083,3032,5502,3912
ENSG00000280778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271601,2339,3241,2999,1948,4120,2816,1170,3576,613,982,549,757,441,671,863,1593,476,818,185
ENSG00000272031,94,84,159,71,300,152,142,326,57,82,155,112,75,64,120,266,67,121,26
ENSG00000121851,890,926,1031,616,2987,868,653,1333,517,507,492,621,338,600,431,947,380,701,204
ENSG00000265972,55461,34369,29276,300131,128832,41727,69281,19602,48416,7674,50585,31636,42182,18080,9857,29888,19734,40395,11599
ENSG00000168509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271425,2519,2338,1375,1006,2595,1662,3781,2316,2079,421,1341,1230,478,830,510,966,536,1983,1398
ENSG00000264343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268043,1612,1208,1253,2871,2234,1565,1412,1767,757,456,832,613,301,364,368,629,479,1035,411
ENSG00000131791,1931,1856,2138,1520,2795,1533,1436,2454,1471,858,966,1195,429,830,724,1681,921,2126,946
ENSG00000131781,964,291,624,654,1926,663,165,265,235,53,70,202,60,80,100,307,141,593,356
ENSG00000131778,4885,4151,5702,3907,12345,4564,6857,9421,5133,3001,3810,4447,1627,3394,2464,4437,2770,7819,4232
ENSG00000116128,2388,2807,2232,2930,3731,2966,1475,1667,944,232,836,638,374,432,168,1052,768,1710,1616
ENSG00000288626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162836,1394,954,1508,483,1578,1013,585,1263,427,162,272,258,227,380,437,815,160,504,204
ENSG00000265107,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000121634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188092,90,56,100,62,185,126,69,145,57,25,80,32,28,53,30,85,23,122,32
ENSG00000263956,125,132,109,122,249,82,136,186,43,38,81,66,27,36,35,90,55,84,51
ENSG00000236334,3,8,0,3,2,1,3,23,0,3,1,2,1,0,1,6,2,6,3
ENSG00000270629,1303,822,549,641,1196,850,2595,2072,1413,298,827,1085,443,865,689,958,247,891,423
ENSG00000286019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178104,1153,1948,701,826,2967,1376,503,2043,484,965,365,380,272,172,348,1507,200,426,111
ENSG00000269713,1399,738,1209,864,2700,892,2571,3362,1887,890,2246,1563,653,655,943,1035,823,1113,435
ENSG00000286219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263464,0,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
ENSG00000150337,9,0,8,2,11,3,4,2,0,2,1,2,0,5,0,9,0,17,13
ENSG00000203814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178096,315,445,375,152,1388,595,152,1134,89,303,128,200,157,145,245,514,98,213,71
ENSG00000159164,608,2131,262,855,163,1523,4159,6101,5404,2460,2532,1994,1333,1627,1710,2255,2038,295,401
ENSG00000143368,3693,3797,3840,4456,7832,4571,4778,6680,4213,2550,3087,3161,1128,2584,1620,3140,2012,4091,1963
ENSG00000014914,44,13,17,6,16,14,33,11,11,8,6,13,9,21,12,83,6,13,3
ENSG00000264522,257,60,98,66,180,52,339,210,52,88,43,120,48,244,43,140,59,137,27
ENSG00000136631,1726,1870,1322,1232,2947,1980,1554,4396,1090,1454,729,948,716,766,1126,1866,726,1312,310
ENSG00000023902,4497,5228,4842,4735,15125,4944,9384,14993,7613,5715,6838,4496,1801,2767,3344,5034,4169,7696,5853
ENSG00000143401,4839,5347,6459,4038,6519,7361,5256,13727,1906,5063,2623,2605,2097,1934,4286,3527,2049,2261,1547
ENSG00000118298,0,0,0,1,0,2,3,1,0,0,4,0,1,0,1,1,0,0,0
ENSG00000117362,6776,7332,7571,8381,15821,7796,10386,13742,7699,4118,7027,7557,3029,3944,3913,7092,4826,6496,4132
ENSG00000118292,145,167,146,72,191,256,361,627,203,31,291,274,169,364,159,108,399,436,133
ENSG00000159208,20,29,28,21,6,81,43,67,13,5,46,18,17,17,11,15,31,25,13
ENSG00000266472,1352,1799,970,362,1399,2054,1737,2183,1067,1364,663,893,424,1078,630,1068,925,2657,351
ENSG00000117360,5731,7378,5476,8492,12345,9577,8132,7772,5673,2519,6984,4992,1844,3021,1813,6677,3753,6569,3349
ENSG00000163125,4125,4682,5080,3038,5486,3569,3354,5203,2451,1830,2652,2608,900,1557,1447,2712,1597,2738,2865
ENSG00000143374,2419,2495,2590,1418,6719,3745,970,3635,799,1360,681,916,529,898,788,1574,560,1472,393
ENSG00000143369,5797,5905,3047,525,26149,6729,15048,38105,8232,2538,4299,5550,5917,8525,5176,5111,8198,223,264
ENSG00000143382,219,248,216,50,263,162,904,655,270,57,361,470,468,475,232,240,370,58,23
ENSG00000143384,17918,18715,20965,32295,17446,12446,54085,19986,117888,13364,65002,64794,15570,29857,20755,15467,33333,62204,84335
ENSG00000143420,5467,5942,5781,6215,14249,7180,8188,10464,7223,4010,5636,6951,2765,4365,2976,6574,4102,6531,4065
ENSG00000143457,1095,1437,1461,388,1782,1456,281,2056,294,774,232,329,257,354,449,1119,175,355,91
ENSG00000143452,35,21,11,6,19,9,16,82,16,16,31,8,9,3,6,12,21,7,15
ENSG00000163131,5855,5795,5688,3102,7721,3990,2239,7213,5541,2768,2454,3845,1454,3075,2335,5824,2222,4220,2220
ENSG00000143387,293,204,124,630,199,124,733,517,470,65,823,480,165,239,122,445,431,565,392
ENSG00000143437,2599,3506,2948,1702,5530,3232,3203,6122,1650,1641,1869,1813,997,1426,1241,3222,1230,2105,1036
ENSG00000283324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143379,5403,6805,7093,4688,11478,6811,3517,9056,3289,2905,2280,2955,1523,2087,2062,4363,2063,4750,1054
ENSG00000143418,5226,6839,6046,3964,13835,6503,5585,12181,5378,4257,2984,4448,1804,3867,3085,5420,2307,6278,3436
ENSG00000143412,6,6,11,3,6,3,9,9,3,5,1,1,4,0,2,5,2,9,0
ENSG00000143409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143363,1560,1811,1614,670,3347,1847,402,2296,233,824,281,312,294,283,458,1497,182,330,61
ENSG00000163141,106,51,44,33,279,60,21,206,7,59,12,8,15,15,20,68,12,28,4
ENSG00000143443,157,121,232,13,418,98,50,291,69,179,45,33,64,68,125,229,24,37,2
ENSG00000197622,14813,17206,10358,10615,41562,14474,14402,17979,9372,5277,9199,8404,3292,6124,4543,17669,4572,11858,2919
ENSG00000213190,487,2108,1296,787,3281,1653,693,2390,784,504,387,434,279,333,492,580,387,529,164
ENSG00000143458,1946,1546,1128,1421,1925,1232,1808,1970,1039,629,851,790,285,614,402,1093,608,1551,590
ENSG00000143434,2437,12915,188,8246,15767,8567,10633,13564,5823,2129,3684,3485,2284,5605,2528,5641,3198,3221,1529
ENSG00000163154,103,553,406,26,850,425,89,2464,68,665,51,77,154,175,442,490,50,134,23
ENSG00000163156,1263,1520,1468,1063,3714,1753,896,2576,1312,941,859,1056,465,1049,678,1394,589,1489,450
ENSG00000163155,110,110,214,33,307,535,191,369,62,79,224,36,20,25,85,235,28,20,10
ENSG00000163157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163159,2006,2708,2463,713,7037,3071,608,4233,655,1369,293,692,514,985,893,1639,315,1100,196
ENSG00000143398,4652,6610,5510,3797,12724,5762,3933,10784,2745,3233,2853,3187,1477,1609,2850,5405,2303,2999,1281
ENSG00000159352,4670,5307,4994,3225,13506,6012,3123,9504,3725,3748,1842,3466,1599,3431,2367,4395,1930,4081,1104
ENSG00000143373,3190,3564,3581,4176,6277,3703,9471,6009,4893,1869,6162,5848,1567,2284,1718,3342,4216,4294,3205
ENSG00000143393,5973,6064,6753,4756,13948,5721,7180,9681,5986,3168,4960,6385,2287,3726,2307,5416,3926,5384,3008
ENSG00000143390,12762,15301,16049,8356,27821,18440,6385,13936,7118,5806,4490,4985,2204,3590,3957,9219,2817,7196,3053
ENSG00000143416,2271,94,96,102,1597,257,128,267,15,19,55,1753,15,6804,81,61,1114,3316,352
ENSG00000159377,7285,7391,7589,9442,17210,8058,11260,12218,11929,4906,9580,10244,3045,7397,3566,7096,6785,11408,5753
ENSG00000143442,9632,11309,9876,10042,19979,11758,13546,18149,9732,4399,8841,9252,2891,3661,3194,6822,5721,8241,8057
ENSG00000143375,41,10,13,26,42,9,26,78,27,14,16,9,21,7,34,46,7,19,16
ENSG00000143367,33,0,9,42,8,5,385,64,334,31,337,150,106,71,27,159,66,48,9
ENSG00000143376,1962,2188,2383,1145,4256,1988,1512,5825,1242,1325,754,1343,656,974,1312,2327,694,1495,345
ENSG00000159409,1,0,0,0,4,0,15,36,8,1,11,6,4,21,3,26,2,11,2
ENSG00000178796,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0
ENSG00000143436,1913,1631,1716,2559,4258,2231,3358,3208,3132,1420,2747,2389,851,1797,844,1782,1606,4400,1322
ENSG00000143450,9,8,6,3,18,18,10,9,6,10,1,3,3,3,0,5,1,3,2
ENSG00000182134,271,115,70,77,356,134,78,229,42,184,24,75,53,100,65,209,14,185,46
ENSG00000213171,4,0,2,2,0,1,36,133,0,3,6,4,47,8,38,63,6,3,0
ENSG00000143365,28,12,18,54,11,21,142,291,33,16,26,19,220,58,49,491,30,53,4
ENSG00000225556,0,0,0,0,0,0,5,1,1,0,1,0,1,0,3,1,0,2,0
ENSG00000196407,6,0,0,1,0,1,1,1,1,0,0,4,0,3,0,0,7,11,5
ENSG00000159445,282,189,130,115,115,89,57,63,24,29,45,145,21,111,9,193,28,55,16
ENSG00000197747,785,272,129,199,209,132,563,435,118,66,222,159,30,346,14,616,147,177,174
ENSG00000163191,365,145,81,37,117,63,55,42,16,37,18,20,4,47,9,384,23,40,18
ENSG00000182898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159450,2,4,1,0,50,20,94,183,2,2,28,7,35,5,2,2,10,0,0
ENSG00000215853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000169509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
ENSG00000163220,919,178,393,46,595,99,91,137,54,248,319,546,374,859,502,862,405,257,186
ENSG00000163221,30,10,15,0,16,2,0,1,2,15,21,10,14,33,14,40,6,14,2
ENSG00000143546,555,80,194,29,332,47,14,9,4,75,145,130,33,386,28,434,51,107,74
ENSG00000184330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000197956,1711,1478,966,660,2423,558,2481,1718,3568,1107,1434,1660,684,2271,757,2072,1083,2883,1586
ENSG00000196420,6,7,3,2,14,4,14,30,10,7,16,16,3,6,2,8,4,16,4
ENSG00000196154,2252,1303,2387,833,1561,447,3372,2280,1982,1768,1958,2112,793,2042,866,1971,1108,5735,435
ENSG00000188015,1,0,1,2,2,1,23,26,4,0,6,20,9,18,5,17,8,8,1
ENSG00000196754,3,9,11,0,10,3,88,83,29,6,46,35,18,24,15,28,20,19,19
ENSG00000188643,221,105,92,8,928,130,21397,30349,7614,123,13852,14982,6497,14558,5983,11352,11716,901,6497
ENSG00000189334,4,1,2,2,3,0,15,22,3,3,14,6,7,12,1,12,3,6,4
ENSG00000189171,137,256,266,169,365,303,383,505,362,257,214,313,183,447,146,419,195,158,145
ENSG00000160678,151,285,28,472,189,271,552,561,779,306,498,407,331,527,535,811,482,189,38
ENSG00000160679,6832,7916,6827,9895,15129,8931,8947,10595,4530,3994,6068,5211,2178,3087,2548,6208,3499,7795,3260
ENSG00000143553,1046,1351,1160,372,2658,1626,401,2265,492,821,302,444,291,509,620,1309,197,602,117
ENSG00000143621,11493,11031,13547,22337,26010,13112,20758,24828,23563,9316,15914,16176,4824,9393,6880,10442,10339,22740,16608
ENSG00000169418,7436,6216,15641,5647,15637,7758,6541,10983,3226,1466,1757,4575,3559,3656,5016,4147,1856,1958,364
ENSG00000143624,20601,22773,18558,22502,57884,27744,27796,40063,11358,8680,12253,13322,12789,14346,9702,14582,8841,11265,2254
ENSG00000143554,7004,8607,15937,13573,24415,11962,11940,16940,4970,4175,5952,6091,9850,7069,5302,7428,3189,2600,591
